count	volume	first_ref	form	gloss	proposed_root	rule	root_meaning
1	NT	NT rom 10:2	שֶׁמְּקַנְּאִים	that-they-have-a-zeal		(no analysis)	
1	NT	NT rom 10:12	הַפְרֵשׁ	difference	פרש	strong	(פָּרַשׂ) to spread, stretch forth; (פָּרָשׁ
1	NT	NT rom 10:19	אַקְנִיאֲכֶם	will-provoke-you-to-jealousy	קנא	heuristic	jealous God
1	NT	NT rom 11:11	הַקְנִיאָם	to-provoke-them-to-jealousy	קנא	heuristic	jealous God
1	NT	NT rom 11:12	וְנִזְקָם	and-their-loss	נזק	heuristic	harm
1	NT	NT rom 11:16	הָעִסָּה	the-lump	עסס	haqtalah (geminate)	squeeze out juice
1	NT	NT rom 11:17	וְנִתְחַבַּרְתָּ	and-partakest		(no analysis)	
1	NT	NT rom 11:23	לְהַרְכִּיבָם	to-graff-them-in	רכב	heuristic	to ride; chariot
1	NT	NT rom 11:24	שֶׁיֻּרְכְּבוּ	shall-be-graffed	רכב	strong	to ride; chariot
1	NT	NT rom 11:25	טִמְטוּם	blindness-of		(no analysis)	
1	NT	NT rom 11:31	חֲנִינַתְכֶם	your-mercy		(no analysis)	
1	NT	NT rom 12:7	יַעֲסֹק	wait-on	עסה	heuristic	
1	NT	NT rom 12:8	בְּסֵבֶר	with-cheerfulness	סבר	strong	(סֵבֶר) hope
1	NT	NT rom 12:10	מְחַבְּבִים	being-kindly-affectioned	חבב	heuristic	(חָבַב) to cherish
1	NT	NT rom 13:1	נִתְמַנּוּ	are-ordained	תמה	lamed-yod / III-he	to be astonished, amazed
1	NT	NT rom 13:9	הַמַּאֲמָר	the-saying	אמר	strong	(אָמַר) to say, speak; (לֵאמֹר) saying; (אֵמ
1	NT	NT rom 13:10	לָרֵע	to-his-neighbor	רעה	lamed-yod / III-he	(רַעְיָה) my love; (מִרְעֶה) pasture
1	NT	NT rom 14:2	שֶׁמֻּתָּר	he-may	נתר	I-nun (dagesh)	(הִתִּיר) to loose, unloose — Ps 146:7 מַתִּ
1	NT	NT rom 14:2	וְהֶחָלוּשׁ	and-he-that-is-weak	חלש	strong	(חָלַשׁ) to be weak; (חֻלְשָׁה) weakness, in
1	NT	NT rom 14:14	שֶׁיַּחְשְׁבֶנּוּ	that-esteemeth-it	חשב	strong	(חָשַׁב) to think, suppose, devise, reckon; 
1	NT	NT rom 14:15	בְּאׇכְלְךָ	with-your-meat	אכל	heuristic	(אָכַל) to eat, consume, devour; (מַאֲכָל) f
1	NT	NT rom 15:18	לֹא־אָעֵז	I-dare-not	עוז	hollow	(עֹז) strength; (הֵעֵז) to dare; take refuge
1	NT	NT rom 15:20	בְּהִשְׁתַּדְּלִי	yea-so-have-I-strived		(no analysis)	
1	NT	NT rom 15:30	בְּהַעְתִּירְכֶם	in-your-prayers	עתר	heuristic	(עָתַר) to entreat, pray; Ether
1	NT	NT rom 16:4	גַּם־כׇּל־קְהִלּוֹת	also-all-the-churches-of	גממ	geminate	
1	NT	NT rom 16:23	הַמְאָרֵחַ	host-of	ארח	strong	(אֹרֵחַ) guest; (אֹרַח) way, path; (אָרַח) t
1	NT	NT rom 16:25	וְכִקְרִיאַת	and-the-preaching-of	קרא	strong	(קָרָא) to call, proclaim, read; (מִקְרָא) c
1	NT	NT rom 16:26	נִתְפַּרְסֵם	is-made-manifest	פרס	heuristic	(פָּרַס) Persia; (פַּרְסָה) hoof
1	NT	NT tit 1:10	וּמַתְעֵי	and-deceivers	תעה	lamed-yod (yod hides the he)	(תָּעָה) to wander, go astray; deceive
1	NT	NT tit 1:12	כְּרֵשִׂים	slow	רשמ	strong	record
1	NT	NT tit 2:2	משְׁלִים	sober	שלמ	strong	make
1	NT	NT tit 2:3	דַרְכָּן	in-behavior	דרכ	heuristic	walk
1	NT	NT tit 2:6	תַּזְהִיר	exhort	זהר	strong	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
1	NT	NT tit 2:9	וְיִתְרַצּוּ	and-to-please-them-well	תרצ	heuristic	
1	NT	NT tit 2:14	הַזָּרִיז	zealous	זרז	heuristic	
1	NT	NT tit 2:15	וְתַזְהִיר	and-exhort	זהר	strong	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
1	NT	NT tit 3:1	וְלַשִּׁלְטוֹנִים	and-powers	שלט	heuristic	(שָׁלַט) to rule, have power; (שִׁלְטוֹן) po
1	NT	NT tit 3:3	וְתוֹעִים	deceived	עממ	geminate	associate
1	NT	NT tit 3:5	וְחִדּוּשׁ	renewing-of	חדש	strong	(חָדָשׁ) new; (חֹדֶשׁ) month, new moon
1	NT	NT tit 3:8	שֶׁתְּקַיֵּם	that-you-affirm-constantly	קומ	hollow (mater)	rise
1	D&C	D&C dc101_110 1:9	אֶזְנְחֵם	I will cast them off	זנח	heuristic	reject
1	D&C	D&C dc101_110 1:19	יִתְקַיְּמוּ	might be fulfilled	קומ	heuristic	rise
1	D&C	D&C dc101_110 1:41	יִוָּסְרוּ׃	be chastened—	יסר	I-yod (vav for yod)	(יִסַּר) to chasten; (יִסּוּרִים) affliction
1	D&C	D&C dc101_110 1:53	חוֹמוֹתָיו	the walls thereof—	חמה	lamed-yod (vav form)	wall; heat, fury
1	D&C	D&C dc101_110 1:53	לְהֵרָדֵם	have fallen asleep,	רדמ	strong	stun
1	D&C	D&C dc101_110 1:55	לְהִשָּׁאֵר׃	to tarry;	שאר	strong	(שָׁאַר) to remain, be left; (שְׁאָר) remnan
1	D&C	D&C dc101_110 1:61	חוֹתָמִי	my seal	חתמ	strong	seal
1	D&C	D&C dc101_110 1:81	לְהִתְעַלֵּף	to faint,	עלפ	strong	veil
1	D&C	D&C dc101_110 1:82	חָשַׁשׁ	regarded	חשש	strong	grass
1	D&C	D&C dc101_110 1:84	תַּלְאֶה	she weary	תלא	strong	suspend
1	D&C	D&C dc101_110 1:89	יַרְגִּיז	vex	רגז	strong	(רָגַז) to tremble, be troubled; rage
1	D&C	D&C dc101_110 1:92	לְצַעֲקַתְכֶם	unto your cries,		(no analysis)	
1	D&C	D&C dc101_110 1:2	תָּקֹמְנָה	might arise	קומ	hollow	rise
1	D&C	D&C dc101_110 1:2	לְהִתְיַשֵּׁב	settled	ישב	strong	to dwell, sit, inhabit
1	D&C	D&C dc101_110 1:10	וּזְכוּתוֹ	and it is his privilege	זכה	lamed-yod (vav form)	be translucent
1	D&C	D&C dc101_110 1:17	זוּגִיִּים	even		(no analysis)	
1	D&C	D&C dc101_110 1:17	ד׳	4		(no analysis)	
1	D&C	D&C dc101_110 1:17	ח׳	8		(no analysis)	
1	D&C	D&C dc101_110 1:17	י׳	10		(no analysis)	
1	D&C	D&C dc101_110 1:17	וְי״ב	and 12	יבב	geminate	bawl
1	D&C	D&C dc101_110 1:25	וּלְסַנְהֶדְרִין	And the council of		(no analysis)	
1	D&C	D&C dc101_110 1:6	עַצְמָהּ׃	very itself	עצמ	strong	close
1	D&C	D&C dc101_110 1:14	נַחֲלוֹתֵיהֶם׃	their inheritances.	נחל	heuristic	(נַחַל) river, wadi; (נַחֲלָה) inheritance
1	D&C	D&C dc101_110 1:26	בְּהִנָּקְמִי	in avenging me	נקמ	strong	punish
1	D&C	D&C dc101_110 1:36	כׇּל־נִצָּחוֹן	All victory	צחנ	strong	
1	D&C	D&C dc101_110 1:2	בְּהַבְטָחָה	With promise	בטח	haqtalah	(בָּטַח) to trust, be confident; (הַבְטָחָה)
1	D&C	D&C dc101_110 1:10	תִּמְסְרוּהוּ	that you shall deliver him over	מסר	heuristic	(מָסַר) to deliver, commit
1	D&C	D&C dc101_110 1:16	בְּהַשְׁפָּלַת	shall be exalted, in that are made low	שפל	strong	(שָׁפָל) low, lowly; (שְׁפֵלָה) the Shephela
1	D&C	D&C dc101_110 1:18	בְּיִסּוּרִים׃	being in torment.	יסר	heuristic	(יִסַּר) to chasten; (יִסּוּרִים) affliction
1	D&C	D&C dc101_110 1:20	הַבֻּרְסְקִי	the tannery		(no analysis)	
1	D&C	D&C dc101_110 1:48	הִתְאַרְגְּנָם	they are organized	ארג	heuristic	(אָרַג) to weave; (אַרְגָּמָן) purple
1	D&C	D&C dc101_110 1:58	לְהִתְאַרְגֵּן	to organize yourselves,	ארג	heuristic	(אָרַג) to weave; (אַרְגָּמָן) purple
1	D&C	D&C dc101_110 1:71	יִשְׁתַּמְּשׁוּ	be used,		(no analysis)	
1	D&C	D&C dc101_110 1:80	לְהַצָּלַתְכֶם׃	for your deliverance	נצל	heuristic	to deliver, rescue, save
1	D&C	D&C dc101_110 1:82	הַנִּצָּחוֹן׃	the victory.	צחנ	strong	
1	D&C	D&C dc101_110 1:84	זְכוּתְכֶם׃	your privilege	זככ	heuristic	clean
1	D&C	D&C dc101_110 1:22	יִתְקַיְּמוּ׃	shall be fulfilled.	קומ	heuristic	rise
1	D&C	D&C dc101_110 1:31	וְדִגְלָיו	and that her banners	דגל	strong	flaunt
1	D&C	D&C dc101_110 1:34	גְאֻלָּתָהּ׃	her redemption	גאל	strong	to redeem, deliver; kinsman-redeemer
1	D&C	D&C dc101_110 1:2	וְיַטִּיף	And should preach	טפפ	geminate	trip
1	D&C	D&C dc101_110 1:15	רְשׁוּתָהּ׃	authority of the same.	ירש	heuristic	(יָרַשׁ) to inherit, possess; (יֶרְשׁוֹן) Je
1	D&C	D&C dc101_110 1:18	הָרוּחָנִיּוֹת׃	spiritual—		(no analysis)	
1	D&C	D&C dc101_110 1:26	הַמְיֻחָדִים	special		(no analysis)	
1	D&C	D&C dc101_110 1:31	עֲקָרִים	unfruitful	עקר	heuristic	(עִקָּר) principle, main; (עָקַר) to uproot
1	D&C	D&C dc101_110 1:36	סַנְהֶדְרִיּוֹת	The councils of		(no analysis)	
1	D&C	D&C dc101_110 1:53	עוֹנְדִי	ondi-	ענד	strong	lace fast
1	D&C	D&C dc101_110 1:62	וְגַם׃	and also the deacons	גממ	geminate	
1	D&C	D&C dc101_110 1:68	הַזְּמַנִּיִּים׃	temporal	זמנ	heuristic	(זְמָן) time, appointed season; (הִזְמִין) t
1	D&C	D&C dc101_110 1:71	לְהֻפְרָשׁ	be set apart	פרש	strong	(פָּרַשׂ) to spread, stretch forth; (פָּרָשׁ
1	D&C	D&C dc101_110 1:77	הַסַּנְהֶדְרִיּוֹת	the councils		(no analysis)	
1	D&C	D&C dc101_110 1:96	מֵהֶכְרֵחַ׃	of necessity	כרה	heuristic	open
1	D&C	D&C dc101_110 1:6	וְיִתְקַיֵּם	And it shall be fulfilled	נתק	heuristic	broken
1	D&C	D&C dc101_110 1:9	תִּשָּׁפַכְנָה	shall be poured out,	שפכ	strong	spill forth
1	D&C	D&C dc109 1:10	לִכְבוֹדְךָ	to your honor	כבד	heuristic	(כָּבֵד) to be heavy; to honor; (כָּבוֹד) gl
1	D&C	D&C dc109 1:31	בְּהֵעִידָם	in bearing record	עוד	heuristic	(עוֹד) again, still, yet
1	D&C	D&C dc109 1:36	מְפֻצָּלוֹת	cloven	פצל	strong	peel
1	D&C	D&C dc109 1:36	וּפֵרוּשָׁן׃	and the interpretation thereof.	פרש	heuristic	(פָּרַשׂ) to spread, stretch forth; (פָּרָשׁ
1	D&C	D&C dc109 1:37	סוֹעָה	rushing	סעה	strong	rush
1	D&C	D&C dc109 1:38	וּבְהַכְרִיזָם	and proclaim		(no analysis)	
1	D&C	D&C dc109 1:39	מִנּוּיֶיךָ	your appointment,	היכ	I-he	how?
1	D&C	D&C dc109 1:43	בְּהַשְׁמָדַת	in the destruction	שמד	strong	be destroyed
1	D&C	D&C dc109 1:54	הָעִקָּרִים	those principles,	עקר	heuristic	(עִקָּר) principle, main; (עָקַר) to uproot
1	D&C	D&C dc109 1:59	יִתְגַּלְגֵּל	may roll on	גלגל	heuristic	(גִּלְגָּל) Gilgal — where Israel first camp
1	D&C	D&C dc109 1:62	לְהִגָּאֵל׃	to be redeemed;	גאל	strong	to redeem, deliver; kinsman-redeemer
1	D&C	D&C dc109 1:66	מִמִּרְדֵיהֶם׃	their rebellions	מרד	heuristic	rebel
1	D&C	D&C dc109 1:72	וְסוֹבְלֵיהֶם	and afflicted ones,	סבל	heuristic	(סָבַל) to bear, suffer; (סַבְלָן) patient
1	D&C	D&C dc109 1:74	וְתָמֵס	and cause to flow down	מסה	lamed-yod / III-he	dissolve
1	D&C	D&C dc109 1:79	נְעָרֵב	we may mingle	ערב	strong	(עֶרֶב) evening; (מַעֲרָב) west; (עֲרָבָה) A
1	D&C	D&C dc109 1:79	הַמְּאִירִים	bright,	רומ	hollow	be high
1	D&C	D&C dc111_120 1:1	בַּמַּסָּע	journey,	נסע	I-nun (dagesh)	to pull up, set out, journey
1	D&C	D&C dc111_120 1:5	לְחוֹבוֹתֵיכֶם	about your debts,	חוב	heuristic	(חַיָּב) bound, in danger; debt
1	D&C	D&C dc111_120 1:5	אַזְהָרָתְךָ	your warning		(no analysis)	
1	D&C	D&C dc111_120 1:9	לַפּוֹשֵׁעַ	unto the transgressor;	פשע	strong	into transgression
1	D&C	D&C dc111_120 1:14	אֶת־צְלַבְכֶם	your cross,	צלב	heuristic	(צְלָב) cross; (צָלַב) to crucify
1	D&C	D&C dc111_120 1:21	וּמֻרְשִׁים	duly recommended and authorized	רשמ	strong	record
1	D&C	D&C dc111_120 1:3	הַחֹטֶר	the rod	חטר	strong	twig
1	D&C	D&C dc111_120 1:9	ב׃	2d		(no analysis)	
1	D&C	D&C dc111_120 1:10	ז	7th,		(no analysis)	
1	D&C	D&C dc111_120 1:10	ח	and 8th		(no analysis)	
1	D&C	D&C dc111_120 1:6	בְּלֹא־מֶזֶג	without mixture	בלא	strong	afflict
1	D&C	D&C dc111_120 1:1	וּמֵהַסַּנְהֶדְרִין	and by my high council;		(no analysis)	
1	D&C	D&C dc11_20 1:15	תִּקָּרֵא׃	you are called	קרא	strong	(קָרָא) to call, proclaim, read; (מִקְרָא) c
1	D&C	D&C dc11_20 1:5	וְהֵעַדְתֶּם	and you shall testify	עוד	heuristic	(עוֹד) again, still, yet
1	D&C	D&C dc11_20 1:18	וְאֶסּוֹג׃	and shrink	סוג	hollow (mater)	(נָסוֹג) to turn back, retreat
1	D&C	D&C dc11_20 1:20	אֶת־הׇעֳנָשִׁים	these punishments	ענש	heuristic	punishment
1	D&C	D&C dc11_20 1:20	טָעַמְתָּ	you have tasted	טעמ	strong	taste
1	D&C	D&C dc11_20 1:26	לְהַדְפָּסַת	to the printing of	דפס	heuristic	(דְּפוּס) printing; (מַדְפִּיס) printer
1	D&C	D&C dc11_20 1:30	אֶת־הַמְחָרְפִים׃	against revilers		(no analysis)	
1	D&C	D&C dc11_20 1:33	תָּקֵל	you will slight	תקל	strong	balance
1	D&C	D&C dc11_20 1:35	חָל	is incurred	חול	hollow	(חוֹל) sand; (חוּל) to writhe, wait
1	D&C	D&C dc11_20 1:35	הַמַּדְפִּיס	the printer	דפס	heuristic	(דְּפוּס) printing; (מַדְפִּיס) printer
1	D&C	D&C dc11_20 1:8	בָּאֶמְצָעִים	by the means		(no analysis)	
1	D&C	D&C dc11_20 1:10	וְהֻשְׁמַע	and is declared	שמע	strong	(שָׁמַע) to hear, obey
1	D&C	D&C dc11_20 1:16	הַנֶּהְדָּרָה	glorious	הדר	strong	honour
1	D&C	D&C dc11_20 1:26	הֵעִירָם	they were inspired	ערמ	strong	be
1	D&C	D&C dc11_20 1:31	וּמַדָּעָם	and minds	ידע	heuristic	to know, perceive, understand
1	D&C	D&C dc11_20 1:37	וְנֶחְרָצִים	having a determination	חרה	heuristic	burned
1	D&C	D&C dc11_20 1:41	אֶת־הַנִּטְבָּלִים	those who are baptized		(no analysis)	
1	D&C	D&C dc11_20 1:50	וְיַטְבִּיל׃	and baptize	טבל	strong	be baptized
1	D&C	D&C dc11_20 1:68	הִתְקַבְּלָם	they are received	קבל	heuristic	(קִבֵּל) to receive, accept
1	D&C	D&C dc11_20 1:80	הַנִּתְפָּס	being overtaken	תפס	strong	seize
1	D&C	D&C dc121_130 1:1	אֶת־מִסְתָּרֶךָ׃	your hiding place?	סתר	heuristic	to hide, conceal; secret
1	D&C	D&C dc121_130 1:4	וּמִסְתָּרֶךָ	and your hiding place	סתר	heuristic	to hide, conceal; secret
1	D&C	D&C dc121_130 1:7	צָרָתְךָ	your adversity	יצר	heuristic	to form, fashion; potter
1	D&C	D&C dc121_130 1:10	יַאֲשִׁימוּךָ	charge you		(no analysis)	
1	D&C	D&C dc121_130 1:11	וְהַמַּאֲשִׁימִים	and they who charge		(no analysis)	
1	D&C	D&C dc121_130 1:12	וּזְמַנִּים	and seasons,	זמנ	heuristic	(זְמָן) time, appointed season; (הִזְמִין) t
1	D&C	D&C dc121_130 1:20	טַנְאָם	Their basket	טנא	heuristic	basket
1	D&C	D&C dc121_130 1:33	גּוֹלְלִים	rolling	גלל	heuristic	(גָּלַל) to roll; (גַּל) wave, heap; (גִּלּו
1	D&C	D&C dc121_130 1:36	קְשׁוּרוֹת	are connected	קשר	strong	conspiracy
1	D&C	D&C dc121_130 1:41	בְּפִתּוּי	by persuasion,	פתה	lamed-yod (yod hides the he)	(פִּתָּה) to entice, deceive
1	D&C	D&C dc121_130 1:46	וְשַׁרְבִיטְךָ	and your scepter		(no analysis)	
1	D&C	D&C dc121_130 1:6	יְסֹבְבוּךָ	prowl around you		(no analysis)	
1	D&C	D&C dc121_130 1:7	יִפְעַר	shall gape open	פער	strong	open
1	D&C	D&C dc121_130 1:2	הַנְּזָקִים	of damages	נזה	heuristic	(הִזָּה) to sprinkle, spatter
1	D&C	D&C dc121_130 1:5	הָעִתִּיִּים	the periodical	עות	heuristic	hours
1	D&C	D&C dc121_130 1:10	וְהַמַּשְׁחִירִים	and blackening		(no analysis)	
1	D&C	D&C dc121_130 1:10	לְהַרְעִיד	to make shudder,	רעד	strong	tremble
1	D&C	D&C dc121_130 1:16	בְּהִשָּׁמְרָהּ	by being kept	שמר	haqtalah	(שָׁמַר) to keep, guard, observe; take heed;
1	D&C	D&C dc121_130 1:1	וּבְהוֹדָאוֹתֶיךָ	and acknowledgments,		(no analysis)	
1	D&C	D&C dc121_130 1:2	תְּמֻרְטֶטֶת	shall be polished		(no analysis)	
1	D&C	D&C dc121_130 1:5	יִקְרֵם	shall befall them	קרמ	strong	cover
1	D&C	D&C dc121_130 1:12	ב.	B.		(no analysis)	
1	D&C	D&C dc121_130 1:17	וְאַכְתִּירֵהוּ	and will crown him	כתר	strong	(כֹּתֶרֶת) capital of a pillar; (כֶּתֶר) cro
1	D&C	D&C dc121_130 1:23	הָעֵיף	the weary	עופ	hollow (mater)	fly
1	D&C	D&C dc121_130 1:26	עַתִּיקוֹת	of antiquities,	עתק	strong	remove
1	D&C	D&C dc121_130 1:26	וְהַתִּדְהָר	and the pine tree,	דהר	strong	curvet
1	D&C	D&C dc121_130 1:39	נִסְדָּרִים	are ordained	סדר	heuristic	order of
1	D&C	D&C dc121_130 1:50	הַמְעַכְּבִים	those who hindered		(no analysis)	
1	D&C	D&C dc121_130 1:53	וּבְעָשֶׁק	and by oppression,	עשק	strong	(עֹשֶׁק) oppression
1	D&C	D&C dc121_130 1:55	וְאַכְתִּיר	and crown you	כתר	strong	(כֹּתֶרֶת) capital of a pillar; (כֶּתֶר) cro
1	D&C	D&C dc121_130 1:67	אֶת־הַמְּנָיָה׃	the stock	מנה	lamed-yod (yod hides the he)	(מָנָה) to count, number, appoint; (מִנְיָן)
1	D&C	D&C dc121_130 1:68	כׇּל־מְנָיָה	any stock	מנה	lamed-yod (yod hides the he)	(מָנָה) to count, number, appoint; (מִנְיָן)
1	D&C	D&C dc121_130 1:69	בַּמְּנָיָה	that stock,	מנה	lamed-yod (yod hides the he)	(מָנָה) to count, number, appoint; (מִנְיָן)
1	D&C	D&C dc121_130 1:71	הַסְכָּמַת	the consent of	סכמ	heuristic	
1	D&C	D&C dc121_130 1:86	וְיַמְשִׁיכוּ	and shall continue	משכ	strong	sow
1	D&C	D&C dc121_130 1:88	תְּנִיעֵהוּ	shall move him	נוע	hollow (mater)	are moved
1	D&C	D&C dc121_130 1:88	וּבִשְׁקִידָה	and diligently	שקד	strong	(שָׁקַד) to watch; (שָׁקֵד) almond
1	D&C	D&C dc121_130 1:99	הָאָרְסִי	poisonous	רסס	geminate	moisten
1	D&C	D&C dc121_130 1:104	וְהוֹדָאוֹת	and acknowledgments	ידא	I-yod (vav for yod)	praise
1	D&C	D&C dc121_130 1:105	וְיוֹשִׁיב	and let him locate	ישב	I-yod (vav for yod)	to dwell, sit, inhabit
1	D&C	D&C dc121_130 1:115	ד.	D.		(no analysis)	
1	D&C	D&C dc121_130 1:115	הַהֶסְכֵּם	the contract	סכמ	heuristic	
1	D&C	D&C dc121_130 1:121	יַסְכִּימוּ	shall be agreed	סכמ	heuristic	
1	D&C	D&C dc121_130 1:123	הַשַּׁיָּכוֹת	belonging	שוכ	hollow (mater)	entwine
1	D&C	D&C dc121_130 1:124	לַהַבְטָחָה	of promise	בטח	haqtalah	(בָּטַח) to trust, be confident; (הַבְטָחָה)
1	D&C	D&C dc121_130 1:129	פ.	P.		(no analysis)	
1	D&C	D&C dc121_130 1:132	ג.	G.		(no analysis)	
1	D&C	D&C dc121_130 1:145	בְּבִנְיַתְכֶם	when you build	בנה	heuristic	(בָּנָה) to build; (בִּנְיָן) building
1	D&C	D&C dc121_130 1:2	בְּמַסָּעֶיךָ	in journeyings	נסע	heuristic	to pull up, set out, journey
1	D&C	D&C dc121_130 1:1	בַּהֲקִימָם	in the getting up of	קומ	heuristic	rise
1	D&C	D&C dc121_130 1:1	כׇּל־חוֹבוֹתַי	all my debts	חבה	lamed-yod (vav form)	secrete
1	D&C	D&C dc121_130 1:1	בְּמָסְרָם	by turning out	מסר	heuristic	(מָסַר) to deliver, commit
1	D&C	D&C dc121_130 1:2	כְּפוֹלוֹס	like Paul		(no analysis)	
1	D&C	D&C dc121_130 1:9	בְּגִנְזֵי	in the archives	גנז	strong	treasure
1	D&C	D&C dc121_130 1:1	עַל־עִנְיָנִים	in relation to subjects	עלה	lamed-yod / III-he	(עָלָה) to go up, ascend; (עֹלָה) burnt offe
1	D&C	D&C dc121_130 1:3	בְּדִקְדּוּק	accurate		(no analysis)	
1	D&C	D&C dc121_130 1:3	וִידַקְדֵּק	and let him be precise		(no analysis)	
1	D&C	D&C dc121_130 1:5	לִמְדֻקְדָּק	to be very particular		(no analysis)	
1	D&C	D&C dc121_130 1:9	רוֹשֵׁם	records	רשמ	strong	record
1	D&C	D&C dc121_130 1:12	יַסְכִּים	might accord	יסכ	heuristic	pour
1	D&C	D&C dc121_130 1:12	לְהַקְבִּילוֹ	to form a relationship	קבל	strong	(קִבֵּל) to receive, accept
1	D&C	D&C dc121_130 1:14	גַּם־הַשָּׁמַיְמִיִּים	also-the heavenly	גממ	geminate	
1	D&C	D&C dc121_130 1:17	בְּהֶמְשֵׁךְ	in connection with	משכ	strong	sow
1	D&C	D&C dc121_130 1:21	בְּהוֹשִׁיטָם	by holding forth		(no analysis)	
1	D&C	D&C dc121_130 1:21	וּבְאַמְּצָם	confirming	אמצ	heuristic	be alert
1	D&C	D&C dc121_130 1:24	רִשְׁמֵי	containing the records of	רשמ	strong	record
1	D&C	D&C dc121_130 1:8	יוֹשִׁיט	he will offer	ישט	I-yod (vav for yod)	extend
1	D&C	D&C dc121_130 1:3	דֵּעַת	a notion of	ידע	I-yod	to know, perceive, understand
1	D&C	D&C dc121_130 1:13	בְּהִתְפַּלְלִי	while I was praying earnestly	פלל	strong	to pray, intercede
1	D&C	D&C dc131_138 1:8	בְּהִטַּהֵר	when are purified	טהר	strong	to be pure, clean; purity, purification
1	D&C	D&C dc131_138 1:10	הַאֲקַבֵּל	will I receive	קבל	strong	(קִבֵּל) to receive, accept
1	D&C	D&C dc131_138 1:14	יְזֻעְזַע	shall be shaken		(no analysis)	
1	D&C	D&C dc131_138 1:15	וּלְחֻפָּתָם	and their marriage	חפפ	heuristic	cover
1	D&C	D&C dc131_138 1:19	בְתׇקְפּוֹ	of full force	תקפ	strong	overpower
1	D&C	D&C dc131_138 1:22	הַמּוֹבִיל	that leads	יבל	I-yod (vav for yod)	(יָבַל) to lead, carry; (הוֹבִיל) to lead; (
1	D&C	D&C dc131_138 1:23	אֶת־הִתְנַשְּׂאוּתְכֶם	your exaltation;	נשה	heuristic	(נֹשֶׁה) creditor; (נָשָׁה) to lend
1	D&C	D&C dc131_138 1:49	אֶת־הִתְנַשְּׂאוּתְךָ	your exaltation,	נשה	heuristic	(נֹשֶׁה) creditor; (נָשָׁה) to lend
1	D&C	D&C dc131_138 1:54	וְאַשְׁמִידֶנָּה	and will destroy her	שמד	strong	be destroyed
1	D&C	D&C dc131_138 1:56	אֲבָרְכֶנָּה	will bless her,	ברכ	strong	kneel
1	D&C	D&C dc131_138 1:56	וְאַרְבֶּנָּה	and multiply her,	ארב	strong	(אָרַב) to lie in wait, ambush
1	D&C	D&C dc131_138 1:61	תֹּאבֶה	give her consent,	תאב	strong	desire
1	D&C	D&C dc131_138 1:14	הָרוּחָנִית׃	spiritual	רוח	heuristic	spirit, wind, breath
1	D&C	D&C dc131_138 1:23	וְתֻשַּׁב	and it shall be driven back	נשב	I-nun (dagesh)	returned we
1	D&C	D&C dc131_138 1:36	וּמְסָרָהּ	and has committed it	מסר	strong	(מָסַר) to deliver, commit
1	D&C	D&C dc131_138 1:41	תַּרְתִּיחַ	causes to boil	רתח	strong	boil
1	D&C	D&C dc131_138 1:72	וְנִמְסַרְתֶּם	and you were delivered over	מסר	heuristic	(מָסַר) to deliver, commit
1	D&C	D&C dc131_138 1:1	בִּדְבָרָן	in relation to them,	דבר	heuristic	(דִּבֶּר) to speak; (דָּבָר) word, thing; (ד
1	D&C	D&C dc131_138 1:3	לְאַכֵּף	to enforce	אכפ	strong	urge
1	D&C	D&C dc131_138 1:5	לְהֵעָנֵשׁ	be punished	ענש	strong	punishment
1	D&C	D&C dc131_138 1:6	וּלְהַעֲנִישׁ	and the punishment	ענש	strong	punishment
1	D&C	D&C dc131_138 1:6	וְהַשַּׁלְוָה	and harmony	שלו	haqtalah	shall stumble
1	D&C	D&C dc131_138 1:6	לְהַסְדִּיר	for the express purpose of regulating	סדר	strong	order of
1	D&C	D&C dc131_138 1:8	וְיִשְׁתַּמֵּשׁ	and use		(no analysis)	
1	D&C	D&C dc131_138 1:10	אֶת־חֶבְרָתָם׃	their fellowship.	חבר	heuristic	(חָבַר) to join, unite; (חָבֵר) companion; (
1	D&C	D&C dc131_138 1:11	וּמֵהַסָּגַת	and encroachments	סוג	hollow	(נָסוֹג) to turn back, retreat
1	D&C	D&C dc131_138 1:12	מַצָּבָם	their situations	נצב	heuristic	to stand, be stationed; garrison
1	D&C	D&C dc131_138 1:12	לְהֵאָחֵז	allowing to be held	אחז	strong	to grasp, seize, take possession
1	D&C	D&C dc131_138 1:1	חָמוּס	an armed	חמס	strong	be violent
1	D&C	D&C dc131_138 1:4	קָר	cold blood.	קרה	lamed-yod / III-he	(קָרָה) to happen, befall; (קִרְיָה) city, t
1	D&C	D&C dc131_138 1:4	אֶת־הַפְּסָקָה	the paragraph	פסק	heuristic	(פָּסַק) to cease, stop
1	D&C	D&C dc131_138 1:4	וְקִפֵּל	and turned down	קפל	heuristic	
1	D&C	D&C dc131_138 1:5	יֵחַר	it matters	יחר	strong	burned
1	D&C	D&C dc131_138 1:6	הָרָטֹב	green	רטב	strong	be moist
1	D&C	D&C dc131_138 1:7	הַשְּׁבוּרָה	the broken	בור	hollow (mater)	bore
1	D&C	D&C dc131_138 1:1	בְּמַסְעָם	in their journeyings	נסע	heuristic	to pull up, set out, journey
1	D&C	D&C dc131_138 1:12	ט׳	T.		(no analysis)	
1	D&C	D&C dc131_138 1:14	א׳	A.		(no analysis)	
